formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C14H10N2O	[M + H]+	C14H11N2O+	16.845	13.261	3.584	3	0.986	-0.187	0.265	-0.177		223.087	270	592790203750313120	592789422833770575	230
1	C12H19NO4	[M - H2O + H]+	C12H18NO3+	79.973	76.357	3.616	15	1.000	0.751	0.944	-80358.440		224.128	128	592790061227838781	592789422905073748	233
1	C12H14O3	[M + H3N + H]+	C12H18NO3+	149.772	149.772	0.000	34	0.471	-2.278	2.349	0.179		224.128	150	592790053258658895	592789422972182617	234
1	C10H22O4	[M + H3N + H]+	C10H26NO4+	68.236	68.236	0.000	15	0.265	-2.057	2.089	0.291		224.186	325	592790268514566256	592789423039291486	236
1	C13H8N2O	[M + H3N + H]+	C13H12N3O+	50.078	46.707	3.371	12	0.519	-0.907	1.017	0.095		226.098	626	592791915819104182	592789423106400355	237
1	C13H20O2	[M + H3N + H]+	C13H24NO2+	321.763	318.175	3.588	53	0.926	-2.960	2.960	-0.201		226.180	399	592790526929843736	592789423177703528	240
1	C12H20N2O	[M + H3N + H]+	C12H24N3O+	137.179	137.179	0.000	50	0.924	-1.478	1.674	-0.304		226.191	314	592790391105687667	592789423253201005	241
1	C13O2	[M + K]+	C13KO2+	10.436	10.436	0.000	1	0.537	-0.963	5.705	-6.686		226.951	45	592790028919098418	592789423328698482	242
1	C16H25NO2	[M - H4O2 + H]+	C16H22N+	124.058	120.435	3.623	35	0.950	0.659	1.070	-157867.104		228.175	402	592790547167360998	592789423404195959	243
1	C13H22O2	[M + H3N + H]+	C13H26NO2+	180.429	176.774	3.656	34	0.948	-3.513	3.513	-0.243		228.196	445	592790887275086258	592789423488082044	244
1	C14H26O	[M + H3N + H]+	C14H30NO+	74.777	71.035	3.742	24	0.961	-3.747	3.747	-0.048		228.232	650	592792428014931644	592789423559385217	245
1	C15H30	[M + H3N + H]+	C15H34N+	33.063	29.315	3.748	6	0.976	-1.952	1.952	-0.642		228.268	472	592791026286905333	592789423651659910	246
1	C14H16O5	[M - H4O2 + H]+	C14H13O3+	37.662	33.968	3.694	6	0.991	-1.586	1.586	-157238.566		229.086	557	592791471847825579	592789423752323211	248
1	C10H22O4	[M + Na]+	C10H22NaO4+	8.006	4.499	3.506	0	0.000	-0.008	0.008	0.001		229.141	324	592790180790690448	592789423844597904	249
1	C12H17NO	[M + K]+	C12H17KNO+	122.028	122.028	0.000	38	0.653	1.070	1.070	7.248		230.096	500	592791308773284333	592789423920095381	253
1	C14H28O	[M + H3N + H]+	C14H32NO+	23.737	20.082	3.655	7	1.000	-1.712	1.882	-0.873		230.248	475	592791008943458129	592789423983009946	254
1	C6H12N6O5	[M - H2O + H]+	C6H11N6O4+	29.494	27.403	2.091	5	0.587	1.526	2.927	-77937.960		231.084	53	592790044308006384	592789424054313119	256
1	C16H26O3	[M - H4O2 + H]+	C16H23O+	289.067	283.160	5.908	59	1.000	-0.859	0.893	-155818.334		231.174	644	592792130374533873	592789424125616292	258
1	C16H26O3	[M - H4O2 + H]+	C16H23O+	310.627	306.806	3.820	58	0.997	-2.264	2.320	-155817.734		231.174	668	592792849748008109	592789424188530857	259
1	C11H23NO5	[M - H2O + H]+	C11H22NO4+	31.420	28.863	2.557	8	1.000	-3.691	3.691	-77580.342		232.154	162	592790075945654356	592789424255639726	261
1	C15H25NO3	[M - H4O2 + H]+	C15H22NO+	84.856	79.037	5.819	34	1.000	3.005	3.005	-155150.924		232.169	340	592790224189159127	592789424326942899	262
1	C13H26O2	[M + H3N + H]+	C13H30NO2+	80.517	76.920	3.597	18	0.923	2.074	2.074	-0.756		232.227	314	592790271551242555	592789424389857464	263
1	C16H28O3	[M - H4O2 + H]+	C16H25O+	306.961	303.129	3.832	59	0.996	-2.677	2.677	-154470.777		233.190	555	592791472485359837	592789424452772029	264
1	C15H27NO3	[M - H4O2 + H]+	C15H24NO+	36.176	32.409	3.766	17	0.988	2.200	2.200	-153814.740		234.185	352	592790556277389542	592789424515686594	265
1	C15H27NO3	[M - H4O2 + H]+	C15H24NO+	42.899	39.206	3.693	17	1.000	1.674	1.674	-153814.937		234.185	395	592790460940854467	592789424578601159	266
1	C15H27NO3	[M - H4O2 + H]+	C15H24NO+	47.705	44.009	3.696	20	0.972	1.940	1.940	-153814.543		234.185	377	592790462161397226	592789424637321420	267
1	C10H24N2O5	[M - H2O + H]+	C10H23N2O4+	19.636	16.332	3.304	3	0.992	0.031	0.779	-76586.822		235.165	48	592790030592626151	592789424746373329	268
1	C16H30O3	[M - H4O2 + H]+	C16H27O+	258.027	251.965	6.063	53	0.989	-2.030	2.036	-153147.837		235.206	578	592791625313216526	592789424847036630	269
1	C16H30O3	[M - H4O2 + H]+	C16H27O+	243.371	239.530	3.841	48	0.993	-2.796	2.796	-153147.347		235.206	566	592791604819846974	592789424922534107	270
1	C13H16O3	[M + H3N + H]+	C13H20NO3+	72.823	69.261	3.562	15	0.255	0.276	0.487	-0.042		238.144	199	592790074393760800	592789424989642976	274
1	C13H16O3	[M + H3N + H]+	C13H20NO3+	80.430	76.832	3.598	15	0.226	-0.372	0.397	-0.126		238.144	208	592790085596753267	592789425060946149	275
1	C15H12O4	[M - H2O + H]+	C15H11O3+	25.060	21.415	3.645	4	1.000	-0.389	0.446	-75336.359		239.070	446	592791065264573164	592789425119666410	277
1	C10H22O6	[M + H]+	C10H23O6+	30.868	27.472	3.396	4	1.000	-2.723	2.723	-0.564		239.149	179	592790085726776837	592789425199358191	278
1	C10H9NO6	[M + H]+	C10H10NO6+	116.211	112.799	3.413	28	0.985	-0.554	0.615	0.111		240.050	150	592790069956186478	592789425266467060	279
1	C10H22O5	[M + H3N + H]+	C10H26NO5+	71.510	68.118	3.391	13	0.956	-0.341	0.561	-0.039		240.181	158	592790061122981071	592789425333575929	280
1	C14H11NO2	[M + H3N + H]+	C14H15N2O2+	63.899	60.339	3.560	20	0.797	-0.330	0.396	-0.017		243.113	141	592790053451596976	592789425400684798	282
1	C18H30O2	[M - H4O2 + H]+	C18H27+	138.980	135.207	3.773	30	0.940	-3.609	3.609	-148106.651		243.211	559	592791460695171105	592789425463599363	283
1	C13H22O3	[M + H3N + H]+	C13H26NO3+	51.542	47.915	3.628	9	0.994	-0.625	0.724	-0.123		244.191	398	592790476828881414	592789425526513928	285
1	C12H22N2O2	[M + H3N + H]+	C12H26N3O2+	236.595	233.253	3.342	54	0.967	1.198	1.198	-0.997		244.202	304	592790263804362262	592789425593622797	286
1	C17H29NO2	[M - H4O2 + H]+	C17H26N+	193.378	189.948	3.430	53	0.960	1.743	1.743	-147503.327		244.206	466	592791133237464977	592789425660731666	287
1	C15H30O	[M + H3N + H]+	C15H34NO+	15.910	12.159	3.751	5	1.000	-5.756	5.756	-0.086		244.263	464	592791056976628201	592789425715257623	288
1	C10H13NO5	[M + H3N + H]+	C10H17N2O5+	174.408	171.068	3.340	49	0.973	2.936	2.936	-0.033		245.113	49	592790040365358847	592789425778172188	290
1	C16H21N	[M + H3N + H]+	C16H25N2+	100.702	97.043	3.658	42	0.768	-4.493	4.493	-0.144		245.201	387	592790549323233329	592789425841086753	291
1	C18H32O2	[M - H4O2 + H]+	C18H29+	160.915	157.035	3.879	30	0.968	-1.231	1.515	-146889.141		245.226	633	592792111776989667	592789425899807014	292
1	C10H12O6	[M + H3N + H]+	C10H16NO6+	243.157	239.781	3.376	54	0.982	-0.559	0.605	-0.462		246.097	82	592790057637514079	592789425966915883	293
1	C12H25NO5	[M - H2O + H]+	C12H24NO4+	33.551	27.778	5.772	8	1.000	-3.313	3.313	-73164.014		246.170	215	592790076008569077	592789426050801968	295
1	C16H27NO3	[M - H4O2 + H]+	C16H24NO+	87.683	83.959	3.724	36	0.995	0.762	1.021	-146317.134		246.185	452	592791008540804890	592789426164048181	296
1	C16H27NO3	[M - H4O2 + H]+	C16H24NO+	123.897	120.092	3.805	41	0.934	0.801	1.151	-146317.599		246.185	417	592790759080376992	592789426252128570	297
1	C14H31NO2	[M + H]+	C14H32NO2+	62.999	59.439	3.560	18	0.972	1.874	1.874	-1.566		246.242	384	592790516012070041	592789426415706431	298
1	C16H26O4	[M - H4O2 + H]+	C16H23O2+	276.147	272.811	3.336	59	1.000	1.100	1.100	-145735.810		247.169	587	592791666736163151	592789426675753284	299
1	C9H10O5S	[M + H3N + H]+	C9H14NO5S+	258.924	255.735	3.189	47	0.888	-0.637	0.637	-0.080		248.059	169	592790088562127062	592789426747056457	300
1	C12H17N3O3S	[M - H4O2 + H]+	C12H14N3OS+	13.198	10.079	3.119	6	1.000	0.155	0.155	-145196.692		248.085	267	592790151048873736	592789426830942542	301
1	C15H22O4	[M - H2O + H]+	C15H21O3+	235.861	232.150	3.710	57	0.997	0.439	0.872	-72288.299		249.149	484	592791097594269041	592789426893857107	302
1	C16H28O4	[M - H4O2 + H]+	C16H25O2+	267.167	263.384	3.783	59	1.000	-1.705	1.705	-144555.532		249.185	550	592791397289876553	592789426956771672	303
1	C12H12N2O3	[M + H3N + H]+	C12H16N3O3+	59.610	56.268	3.341	15	0.588	-0.009	0.677	0.209		250.119	530	592791177420264533	592789427023880541	304
1	C14H23NO5	[M - H4O2 + H]+	C14H20NO3+	96.473	92.807	3.666	41	0.981	2.695	2.695	-144002.071		250.144	297	592790427902317397	592789427099378018	305
1	C15H25NO3	[M - H2O + H]+	C15H24NO2+	51.680	48.038	3.642	21	1.000	2.719	2.719	-71991.133		250.180	315	592790160502837612	592789427174875495	306
1	C13H18N2O2	[M + H3N + H]+	C13H22N3O2+	41.241	37.785	3.456	9	0.986	-1.946	1.946	0.066		252.171	434	592790776063114247	592789427258761580	309
1	C12H26O4	[M + H3N + H]+	C12H30NO4+	14.337	10.773	3.564	4	1.000	-1.655	1.655	0.060		252.217	325	592790205990072231	592789427380396401	310
1	C15H24O2	[M + H3N + H]+	C15H28NO2+	233.682	229.930	3.752	34	0.886	-2.887	2.887	0.057		254.211	466	592791063486188215	592789427447505270	316
1	C13H23N3O	[M + H3N + H]+	C13H27N4O+	45.611	40.429	5.182	11	0.519	1.490	1.490	-0.736		255.218	302	592790264240569988	592789427510419835	318
1	C18H29NO2	[M - H4O2 + H]+	C18H26N+	121.120	117.384	3.735	32	0.970	1.184	1.184	-140595.111		256.206	460	592791068582267733	592789427569140096	319
1	C16H30O	[M + H3N + H]+	C16H34NO+	65.698	61.875	3.823	25	0.979	-4.673	4.673	0.035		256.264	679	592792962293768118	592789427640443269	320
1	C10H22N2O4	[M + Na]+	C10H22N2NaO4+	27.174	23.893	3.282	3	0.969	1.321	1.321	-0.342		257.147	48	592790036548540610	592789427711746442	321
1	C18H28O3	[M - H4O2 + H]+	C18H25O+	254.572	250.833	3.739	58	0.996	-0.576	0.576	-140056.106		257.190	554	592791499530232606	592789427778855311	322
1	C18H28O3	[M - H4O2 + H]+	C18H25O+	258.550	254.823	3.728	59	1.000	-1.430	1.430	-140056.106		257.190	511	592791266968655959	592789427841769876	323
1	C16H32O	[M + H3N + H]+	C16H36NO+	57.601	53.798	3.803	10	0.988	-2.195	2.195	-0.198		258.279	460	592791006166828750	592789427908878745	327
1	C18H30O3	[M - H4O2 + H]+	C18H27O+	247.406	243.585	3.821	52	0.952	-2.081	2.081	-138967.346		259.206	524	592791250468263839	592789427975987614	328
1	C10H13NO7	[M + H]+	C10H14NO7+	63.195	59.813	3.381	14	0.997	-1.403	1.403	-0.108		260.076	176	592790069939409241	592789428043096483	329
1	C13H27NO5	[M - H2O + H]+	C13H26NO4+	36.612	32.997	3.615	9	1.000	-3.405	3.405	-69221.999		260.186	266	592790287930000864	592789428110205352	330
1	C17H29NO3	[M - H4O2 + H]+	C17H26NO+	109.177	105.370	3.807	45	0.994	2.629	2.629	-138436.414		260.201	428	592790821311266538	592789428168925613	331
1	C17H29NO3	[M - H4O2 + H]+	C17H26NO+	59.653	55.886	3.767	27	1.000	2.807	2.807	-138436.589		260.201	413	592790989788071324	592789428236034482	332
1	C15H33NO2	[M + H]+	C15H34NO2+	71.158	67.430	3.728	21	0.990	1.146	1.146	-0.752		260.258	388	592790475746750955	592789428298949047	333
1	C11H17NO5	[M + H3N + H]+	C11H21N2O5+	75.085	71.630	3.454	15	0.836	-2.262	2.262	-0.031		261.144	195	592790087861678048	592789428357669308	334
1	C16H22O4	[M - H2O + H]+	C16H21O3+	245.233	241.463	3.770	53	0.983	0.379	0.612	-68966.795		261.149	586	592791574365005141	592789428445749697	335
1	C18H32O3	[M - H4O2 + H]+	C18H29O+	293.290	289.348	3.942	59	1.000	-2.122	2.122	-137895.083		261.221	607	592791840241939153	592789428504469958	336
1	C18H32O3	[M - H4O2 + H]+	C18H29O+	272.442	268.517	3.926	54	0.984	-2.995	2.995	-137895.126		261.221	597	592791885838218614	592789428567384523	337
1	C18H32O3	[M - H4O2 + H]+	C18H29O+	290.709	286.810	3.899	58	0.996	-2.281	2.281	-137894.995		261.221	559	592791455745892274	592789428630299088	338
1	C18H32O3	[M - H4O2 + H]+	C18H29O+	254.950	251.041	3.908	52	0.974	-2.779	2.814	-137894.995		261.221	546	592791485823246961	592789428697407957	339
1	C17H25N	[M + H3N + H]+	C17H29N2+	173.738	173.738	0.000	48	0.932	-3.274	3.409	-0.135		261.232	371	592790535876294359	592789428760322522	340
1	C13H17N3O2S	[M - H2O + H]+	C13H16N3OS+	22.314	19.131	3.183	14	1.000	-0.113	0.349	-68716.158		262.101	276	592790151703185417	592789428819042783	341
1	C16H20S	[M + H3N + H]+	C16H24NS+	42.433	38.713	3.720	21	0.939	0.277	0.652	0.011		262.162	432	592790777484983353	592789428881957348	342
1	C12H25NO6	[M - H2O + H]+	C12H24NO5+	50.715	47.128	3.586	10	0.986	-1.642	1.642	-68699.453		262.165	126	592790050733685929	592789428949066217	343
1	C17H29NO2	[M - H2O + H]+	C17H28NO+	40.854	37.153	3.701	15	0.979	1.577	1.577	-68685.808		262.217	399	592790523314353553	592789429020369390	345
1	C17H31NO3	[M - H4O2 + H]+	C17H28NO+	20.838	17.056	3.782	10	0.986	2.779	2.779	-137372.605		262.216	439	592790895693054632	592789429091672563	346
1	C16H12N2O3	[M - H2O + H]+	C16H11N2O2+	23.382	19.764	3.618	10	0.963	-1.855	1.855	-68460.238		263.081	483	592791027897518113	592789429158781432	347
1	C12H23NO4	[M + H3N + H]+	C12H27N2O4+	18.381	14.871	3.510	2	1.000	-2.758	2.758	0.176		263.197	53	592790044337366577	592789429242667517	349
1	C18H34O3	[M - H4O2 + H]+	C18H31O+	257.726	253.842	3.883	56	0.994	-2.745	2.745	-136839.110		263.237	633	592792108002115978	592789429318164994	350
1	C18H34O3	[M - H4O2 + H]+	C18H31O+	238.606	234.725	3.882	53	0.984	-1.900	2.026	-136839.153		263.237	590	592791823011737861	592789429402051079	351
1	C14H14O4	[M + H3N + H]+	C14H18NO4+	191.820	188.181	3.639	46	0.967	-0.749	0.772	0.021		264.123	357	592790529345762928	592789429477548556	352
1	C14H14O4	[M + H3N + H]+	C14H18NO4+	69.077	65.389	3.689	16	0.969	-0.960	0.960	-0.093		264.123	336	592790154421095377	592789429569823249	353
1	C15H25NO5	[M - H4O2 + H]+	C15H22NO3+	45.111	39.152	5.960	22	0.972	3.134	3.134	-136361.844		264.159	308	592790201191786704	592789429766955542	354
1	C15H25NO5	[M - H4O2 + H]+	C15H22NO3+	79.042	75.350	3.692	33	0.934	3.093	3.194	-136360.812		264.160	321	592790431492641978	592789429876007451	355
1	C17H26O	[M + H3N + H]+	C17H30NO+	18.930	15.139	3.791	2	1.000	-1.425	1.425	0.223		264.232	373	592790558626199862	592789430022808096	356
1	C11H23N7O3	[M - H4O2 + H]+	C11H20N7O+	6.416	3.678	2.737	2	0.184	1.626	1.626	-135328.476		266.173	399	592790523440182692	592789430169608741	357
1	C15H27NO5	[M - H4O2 + H]+	C15H24NO3+	32.679	28.961	3.718	12	0.930	2.403	2.403	-135329.139		266.175	342	592790296041786125	592789430253494826	358
1	C15H20O3	[M + H3N + H]+	C15H24NO3+	164.500	160.920	3.580	40	0.931	1.726	1.726	-0.113		266.175	622	592792022094380788	592789430316409391	359
1	C15H22O4	[M + H]+	C15H23O4+	211.385	207.671	3.714	51	0.950	1.666	1.671	0.166		267.159	484	592791090254236984	592789430379323956	360
1	C17H24O	[M + Na]+	C17H24NaO+	30.140	25.902	4.238	3	0.992	-0.650	0.650	0.127		267.172	594	592791867936928878	592789430446432825	361
1	C16H15NO4	[M - H2O + H]+	C16H14NO3+	48.599	44.848	3.751	14	1.000	0.537	0.643	-67179.369		268.097	452	592791079734922255	592789430509347390	362
1	C10H15N5O5	[M - H2O + H]+	C10H14N5O4+	14.579	11.721	2.858	2	0.989	-1.087	1.093	-67177.524		268.104	115	592790051639656446	592789430572261955	363
1	C10H15N5O5	[M - H2O + H]+	C10H14N5O4+	14.362	11.566	2.796	2	1.000	-1.875	1.966	-67177.445		268.104	87	592790048644920361	592789430635176520	364
1	C16H14O5	[M - H2O + H]+	C16H13O4+	118.027	114.176	3.851	30	0.988	0.306	0.454	-66933.521		269.081	485	592791090161962270	592789430693896781	366
1	C15H11NO3	[M + H3N + H]+	C15H15N2O3+	55.304	51.685	3.619	25	0.950	-0.674	0.914	-0.032		271.108	285	592790259052215164	592789430752617042	369
1	C15H11NO3	[M + H3N + H]+	C15H15N2O3+	104.352	100.722	3.630	22	0.506	-0.556	0.853	-0.069		271.108	237	592790090827051772	592789430811337303	370
1	C7H10O4S3	[M + H3N + H]+	C7H14NO4S3+	3.687	3.687	0.000	0	0.000	-3.578	3.578	-3.593		272.007	603	592791813750714429	592789430870057564	371
1	C19H17NO3	[M - H4O2 + H]+	C19H14NO+	33.617	29.811	3.806	9	0.925	-1.481	3.029	-132379.095		272.107	637	592792234003204226	592789430932972129	372
1	C18H29NO3	[M - H4O2 + H]+	C18H26NO+	140.379	134.341	6.038	58	0.997	2.392	2.392	-132332.723		272.201	488	592791083186834563	592789431000080998	373
1	C18H22O	[M + H3N + H]+	C18H26NO+	189.705	185.922	3.783	48	0.884	-1.410	1.410	0.217		272.201	644	592792151702570016	592789431071384171	374
1	C12H22N2O6	[M - H2O + H]+	C12H21N2O5+	42.621	36.825	5.796	15	1.000	-0.030	0.400	-65937.896		273.144	81	592790047877361605	592789431138493040	375
1	C6H8O7S2	[M + H3N + H]+	C6H12NO7S2+	4.773	4.773	0.000	1	0.005	0.081	0.307	-0.220		274.005	603	592791784533192395	592789431205601909	378
1	C18H31NO3	[M - H4O2 + H]+	C18H28NO+	42.862	39.083	3.780	16	0.996	3.043	3.043	-131359.630		274.217	431	592790916857513073	592789431264322170	379
1	C16H35NO2	[M + H]+	C16H36NO2+	56.458	50.389	6.070	17	0.972	0.877	0.970	-0.459		274.274	445	592790892585075228	592789431327236735	380
1	C15H15NO3	[M + H3N + H]+	C15H19N2O3+	71.799	68.235	3.564	19	0.936	0.061	0.266	0.149		275.139	140	592790055120931150	592789431390151300	381
1	C17H24O4	[M - H2O + H]+	C17H23O3+	90.269	86.418	3.850	29	0.962	2.709	2.709	-65453.659		275.164	641	592792201631565369	592789431453065865	382
1	C13H23NO4	[M + H3N + H]+	C13H27N2O4+	25.836	20.076	5.760	3	0.987	-2.582	2.582	0.204		275.197	49	592790034719823167	592789431515980430	385
1	C18H30O4	[M - H4O2 + H]+	C18H27O2+	330.127	323.901	6.226	59	1.000	-1.459	1.459	-130890.247		275.201	644	592792132287136567	592789431578894995	386
1	C16H25NO5	[M - H4O2 + H]+	C16H22NO3+	108.387	104.624	3.763	41	0.978	1.641	1.641	-130435.874		276.159	318	592790166853014883	592789431717307058	387
1	C18H33NO3	[M - H4O2 + H]+	C18H30NO+	57.430	57.430	0.000	16	0.985	3.303	3.759	-130402.089		276.232	431	592790990874396118	592789431776027319	389
1	C17H26O4	[M - H2O + H]+	C17H25O3+	191.509	185.421	6.088	47	0.997	-2.091	2.091	-64978.065		277.180	550	592791433910345219	592789431834747580	390
1	C17H26O4	[M - H2O + H]+	C17H25O3+	202.237	198.419	3.818	48	1.000	-0.906	0.906	-64978.296		277.180	566	592791712827370450	592789431889273537	391
1	C17H26O4	[M - H2O + H]+	C17H25O3+	200.624	194.458	6.166	51	1.000	-2.000	2.000	-64977.758		277.180	471	592791108566568541	592789431947993798	392
1	C17H26O4	[M - H2O + H]+	C17H25O3+	33.891	29.997	3.893	9	1.000	-0.397	0.489	-64977.719		277.180	492	592791146717958380	592789432006714059	393
1	C17H26O4	[M - H2O + H]+	C17H25O3+	224.373	218.338	6.035	59	1.000	-1.016	1.016	-64977.758		277.180	634	592792223379032001	592789432073822928	394
1	C13H25NO4	[M + H3N + H]+	C13H29N2O4+	36.063	32.544	3.519	5	0.896	-5.481	5.481	0.275		277.212	53	592790049005630990	592789432136737493	395
1	C16H27NO5	[M - H4O2 + H]+	C16H24NO3+	62.971	56.878	6.093	24	0.903	3.152	3.152	-129490.943		278.175	327	592790153649343259	592789432199652058	397
1	C16H27NO5	[M - H4O2 + H]+	C16H24NO3+	26.529	22.898	3.631	15	0.950	2.393	2.393	-129490.252		278.175	347	592790152445577463	592789432262566623	398
1	C16H27NO5	[M - H4O2 + H]+	C16H24NO3+	35.610	31.815	3.795	20	0.948	3.006	3.006	-129490.577		278.175	372	592790463159641728	592789432333869796	399
1	C17H27O4	[M - H2O + H]+	C17H26O3+	209.965	206.343	3.622	55	0.984	1.152	1.185	-64742.833		278.188	599	592791791864835915	592789432405172969	400
1	C17H27O4	[M - H2O + H]+	C17H26O3+	224.387	220.576	3.811	59	0.973	1.022	1.166	-64742.183		278.188	615	592791916616021968	592789432472281838	401
1	C17H29NO3	[M - H2O + H]+	C17H28NO2+	37.667	33.906	3.761	18	1.000	3.399	3.399	-64736.601		278.212	386	592790562988276136	592789432556167923	402
1	C18H33NO2	[M - H2O + H]+	C18H32NO+	13.920	10.053	3.867	5	0.983	2.367	2.367	-64728.349		278.248	458	592791007529977611	592789432627471096	403
1	C16H26O6	[M - H4O2 + H]+	C16H23O4+	25.931	22.144	3.787	4	1.000	-1.357	1.357	-129033.993		279.159	637	592792169243149617	592789432707162877	404
1	C15H23NO5	[M - H2O + H]+	C15H22NO4+	28.951	25.215	3.736	8	0.995	-3.005	3.005	-64287.952		280.154	232	592790076105038316	592789432778466050	405
1	C16H27NO2S	[M - H2O + H]+	C16H26NOS+	13.850	10.112	3.738	5	1.000	1.390	1.390	-64283.515		280.173	381	592790465428761215	592789432849769223	407
1	C16H29NO5	[M - H4O2 + H]+	C16H26NO3+	30.057	26.267	3.790	12	0.965	3.012	3.012	-128559.646		280.191	361	592790520990708956	592789432921072396	408
1	C18H30O	[M + H3N + H]+	C18H34NO+	247.197	243.404	3.793	54	0.812	-1.246	1.453	0.281		280.264	636	592792175450719659	592789432979792657	410
1	C18H30O	[M + H3N + H]+	C18H34NO+	216.141	212.326	3.814	54	0.979	-3.302	3.302	0.067		280.264	506	592791166351495865	592789433038512918	411
1	C14H22N2O5	[M - H2O + H]+	C14H21N2O4+	13.721	10.082	3.639	2	0.882	-2.224	2.482	-64060.146		281.150	55	592790048619754424	592789433093038875	413
1	C16H26O5	[M - H2O + H]+	C16H25O4+	58.791	54.932	3.859	14	0.996	2.792	2.792	-64054.537		281.175	579	592791666631305529	592789433151759136	415
1	C14H16O5	[M + H3N + H]+	C14H20NO5+	192.916	192.916	0.000	52	0.626	-0.660	0.667	-0.493		282.133	202	592790126889679044	592789433210479397	416
1	C20H31NO2	[M - H4O2 + H]+	C20H28N+	182.696	178.836	3.859	51	0.972	-0.191	0.949	-127634.497		282.222	487	592791077629381567	592789433273393962	418
1	C18H32O	[M + H3N + H]+	C18H36NO+	143.466	139.672	3.794	38	0.940	-3.322	3.322	0.137		282.279	580	592791696893209417	592789433332114223	419
1	C18H32O	[M + H3N + H]+	C18H36NO+	265.669	261.842	3.827	48	0.884	-3.013	3.013	-0.075		282.279	682	592793144322368957	592789433386640180	420
1	C12H26O7	[M + H]+	C12H27O7+	34.832	31.172	3.660	7	0.919	-3.772	3.772	-0.034		283.175	196	592790173786201023	592789433445360441	421
1	C20H30O3	[M - H4O2 + H]+	C20H27O+	292.157	288.311	3.846	58	0.991	-2.642	2.642	-127190.528		283.206	642	592792235404101813	592789433504080702	423
1	C20H30O3	[M - H4O2 + H]+	C20H27O+	277.533	273.688	3.845	58	0.990	-2.405	2.405	-127190.488		283.206	599	592791851906298724	592789433566995267	424
1	C16H27NO2	[M + H3N + H]+	C16H31N2O2+	56.526	52.846	3.680	25	0.713	-0.362	1.425	0.125		283.238	346	592790292032030712	592789433629909832	425
1	C12H26O6	[M + H3N + H]+	C12H30NO6+	25.040	21.490	3.550	5	0.989	-0.167	0.306	-0.085		284.207	179	592790081779934541	592789433688630093	426
1	C19H38	[M + H3N + H]+	C19H42N+	8.140	4.251	3.889	4	1.000	-5.988	5.988	0.082		284.331	580	592791665511426308	592789433747350354	427
1	C13H17NO5	[M + H3N + H]+	C13H21N2O5+	136.332	130.400	5.933	42	0.988	2.457	2.457	-0.625		285.144	144	592790085441563865	592789433814459223	428
1	C13H17NO5	[M + H3N + H]+	C13H21N2O5+	81.014	77.481	3.533	26	0.938	0.093	0.591	0.287		285.145	49	592790037492259621	592789433877373788	429
1	C16H29NO2	[M + H3N + H]+	C16H33N2O2+	30.484	26.799	3.685	18	0.805	-2.017	2.017	0.089		285.254	370	592790540720715618	592789433944482657	430
1	C19H31NO3	[M - H4O2 + H]+	C19H28NO+	93.543	87.396	6.147	43	1.000	2.726	2.726	-125852.327		286.217	443	592790881788936435	592789433999008614	432
